t,id,color,x,y,handle_x,handle_y,confidence
1789540153.601369,door_blue_ca1398,blue,8.907897074237612,-2.732972703210609,9.284575060878428,-1.8356235974833208,1.0
1789540154.4831161,door_blue_ca1398,blue,8.907897074237612,-2.732972703210609,9.283284907856995,-1.8142735067057858,1.0
1789540155.6042926,door_blue_ca1398,blue,8.907897074237612,-2.732972703210609,9.284195248080149,-1.829338267303844,1.0
1789540156.4997694,door_blue_ca1398,blue,8.907897074237612,-2.732972703210609,9.285552852700768,-1.851804580530794,1.0
1789540157.7748754,door_blue_ca1398,blue,8.907897074237612,-2.732972703210609,9.28562058101383,-1.8529253821784144,1.0
1789540158.939179,door_blue_ca1398,blue,8.907897954477983,-2.732979489648095,9.28703943692433,-1.8763668044542992,1.0
1789540160.0208774,door_blue_5e0bb5,blue,9.612403509494147,-5.335450056274581,9.194536552937661,-1.8003147371484958,0.4856770932674408
1789540160.1678107,door_blue_ca1398,blue,8.907897133666786,-2.732973141153669,9.284153173197357,-1.8286393835359038,1.0
1789540161.0695925,door_blue_ca1398,blue,8.907897733965184,-2.7329777857132034,9.284332020145786,-1.8315727586169477,1.0
1789540162.1084354,door_blue_ca1398,blue,8.892845059121349,-2.7304501815973277,9.302045381800909,-1.834239666468619,1.0
1789540163.1290512,door_blue_be9d66,blue,8.862991879587215,-2.064245532801665,9.077395233654757,-2.2818910830561943,1.0
1789540176.946016,door_blue_be53e4,blue,11.135930880656906,1.1394459218798945,11.135930881052039,1.139445921178579,0.5997095108032227
1789540177.053687,door_green_5a62a6,green,17.86101950395328,0.025491463691463823,17.861019504348413,0.025491462990148372,0.5887587070465088
1789540178.451862,door_blue_557d0b,blue,11.196360553672923,1.340552846927492,11.196360554342066,1.3405528463264813,0.6382908821105957
1789540178.454203,door_green_f86603,green,17.893300022710207,0.013818874738438902,17.893300023379346,0.013818874137427994,0.7152777910232544
1789540180.1771133,door_blue_557d0b,blue,11.432788596709429,1.4623524001057082,11.43278859745266,1.462352399788172,0.5215996503829956
1789540181.611084,door_blue_cdc158,blue,11.456550465630311,1.4077067730432928,10.337227587527957,0.18589448500840078,0.5774455070495605
1789540183.882881,door_blue_ea69b9,blue,11.108563490063569,1.1114327479832036,11.108563490880028,1.1114327481944533,0.6258347034454346
1789540184.907944,door_blue_40052f,blue,11.368775510192027,1.3333540125648247,11.368775510931716,1.3333540129036074,0.61452317237854
1789540185.9034455,door_blue_40052f,blue,11.479176699331266,1.4004949573019279,11.479176699987224,1.4004949577458528,0.6257869601249695
1789540185.9093845,door_green_d43b57,green,17.864650968255056,-0.002799270810127208,17.864650968911015,-0.002799270366202533,0.7118055820465088
1789540186.503048,door_red_404375,red,6.5305103833771145,1.1892371983940384,6.530510383976102,1.1892371989590678,0.6334635615348816
1789540186.899869,door_blue_26713c,blue,11.544118382150883,1.4331811644196342,11.544118382797125,1.4331811651173179,0.48073771595954895
1789540187.7692027,door_blue_26713c,blue,12.02565276145758,1.8978915337559523,12.025652761866251,1.8978915344272682,0.6490834355354309
1789540188.1914043,door_red_23b6b7,red,5.994885775715565,1.696433777705907,5.994885776091971,1.6964337784034318,0.21092842519283295
1789540188.677725,door_blue_928f7f,blue,12.067585410177582,1.8570662833411378,10.449059733946966,0.17040406940445585,0.5656743049621582
1789540188.9661243,door_green_41b70e,green,17.922098615082355,-0.06672820513818456,17.922098615337735,-0.06672820435430038,0.5625
1789540189.6448338,door_red_af84ed,red,6.016769880777867,1.7514510358259487,6.016769880937781,1.7514510366523814,0.5316246747970581
1789540190.6650667,door_blue_85d913,blue,11.123686163200329,1.03648522361646,11.123686163196677,1.0364852244897937,0.521416962146759
1789540191.4008205,door_red_b70777,red,6.302954128058429,1.6055978150918229,6.302954128525474,1.6055978134383166,0.45433279871940613
1789540192.261236,door_blue_85d913,blue,11.829429952016994,1.7294295799290222,11.829429952034989,1.7294295809361988,0.6969858407974243
1789540192.8713589,door_red_615eda,red,6.295583952750762,1.5990404396065392,6.2955839527592214,1.5990404404457692,0.5290639400482178
1789540193.898199,door_blue_85d913,blue,11.858457015820651,1.762269424129485,11.858457015825906,1.7622694250038624,0.6758752465248108
