t,x,y,yaw,roll,pitch,state,target_id
1789539950.2169685,3.1562798181684726,-0.8776576102984152,-0.06286725640986471,-8.082381304925112e-12,-9.871996275088004e-08,NAVIGATING,observed_blue_5p8_m1p8
1789539950.5639188,3.1689955740132194,-0.8759772319752074,-0.08342795803510011,-2.6481607203727866e-11,-1.7097463452269738e-08,NAVIGATING,observed_blue_5p8_m1p8
1789539950.9136474,3.1816896394935776,-0.8746186182895233,-0.10373679315436694,-2.835580112220675e-11,-2.2678521411909823e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539951.2637463,3.194357081796127,-0.8735792361501026,-0.12380187945465537,-2.674148234851314e-11,4.1260086513149145e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539951.6136549,3.2095161911168426,-0.8727496814521903,-0.14756876621251708,-2.638490634920015e-11,9.077330632191736e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539951.9639142,3.219593265911149,-0.8724476491150212,-0.16323028566405917,-2.6398170431375727e-11,9.585621123161406e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539952.3137076,3.2218036045039993,-0.8682839856585838,-0.2014903741126755,1.890887716110368e-09,-5.669977518657371e-06,NAVIGATING,observed_blue_5p8_m1p8
1789539952.6639454,3.2218045524160583,-0.8637439557492572,-0.2418496675387335,8.090293478100385e-11,-7.288091489060922e-07,NAVIGATING,observed_blue_5p8_m1p8
1789539953.0138545,3.221804682611309,-0.8602013986164927,-0.2747764595672375,-1.671698330299407e-11,-1.3128724224482151e-07,NAVIGATING,observed_blue_5p8_m1p8
1789539953.3637593,3.2218047280655147,-0.8562435526755259,-0.31347885048416657,-2.1249001564461787e-11,-1.6088661360906055e-08,NAVIGATING,observed_blue_5p8_m1p8
1789539953.713721,3.221804756026577,-0.8526091118861786,-0.35133345368565616,-1.8850561972124006e-11,-1.202104366439206e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539954.063663,3.2218047769206977,-0.8498294710255065,-0.3822552925363613,-1.6751723048140684e-11,5.971695158223782e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539954.4137561,3.2218048006755615,-0.8467944259360054,-0.4186383768918318,-1.633423372470267e-11,9.234679599084579e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539954.7638159,3.221804823542081,-0.8440882714285893,-0.4542569157442785,-1.6262104883184026e-11,9.60109730739748e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539955.113869,3.2218048384194318,-0.8424671024375111,-0.47758921139229427,-1.6201874463117244e-11,9.66587104678533e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539955.4637892,3.2218048601464,-0.840309599376782,-0.511982699406096,-1.5859691424384335e-11,9.703922709332045e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539955.81382,3.2218048810833726,-0.8384804914313446,-0.545666419165267,-1.5521127678110672e-11,9.693880049211802e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539956.1636953,3.2218048978979277,-0.8372061448429214,-0.5732057652498458,-1.5253968624802645e-11,9.673731316934228e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539956.5150647,3.22180491415376,-0.8361578679371614,-0.6002718801076041,-1.4981424307938796e-11,9.662727364953896e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539956.8637557,3.221804932918845,-0.8351964906577258,-0.6321371050137071,-1.451980660637175e-11,9.655008687153924e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539957.2139065,3.221804950871347,-0.8345560740090708,-0.6633432892362215,-1.4105218762213365e-11,9.64758153453042e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539957.5636172,3.2218049652112555,-0.8342653382199968,-0.688852424056436,-1.375128186886978e-11,9.639235065140149e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539957.9137168,3.2218221004732985,-0.834190218042311,-0.7189466520892817,-2.14482116406276e-12,9.597494647636595e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539958.2636945,3.2220427357737678,-0.8341901831911445,-0.7443868234616398,1.0804511162176078e-11,9.555879272967612e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539958.6138332,3.2223184243033254,-0.8341901462901711,-0.7704369568476224,-9.969109716483931e-12,1.001339624113207e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539958.9648707,3.222360729337781,-0.8341654092673979,-0.7969894746298293,-5.649887656040014e-13,1.0189794820228759e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539959.3137002,3.222360773887268,-0.8338495413941274,-0.8282745579874846,8.164389260174328e-12,1.008721548724892e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539959.6640463,3.2223608086848925,-0.8336459353388723,-0.8536743666558038,-9.703807491627724e-12,9.665226539978203e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539960.0138938,3.222448496416082,-0.8336344531139155,-0.88378076942701,7.102581614765352e-12,9.579652383440639e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539960.3648655,3.2227538837016523,-0.8336344387324035,-0.9093197635422684,1.3162700879687522e-11,9.61019529455995e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539960.7138371,3.223412019354006,-0.8336344207637137,-0.9405622106855253,1.327917642840906e-11,9.65043089006871e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539961.0637574,3.224391243086077,-0.8336344019743492,-0.9724642358712006,1.4176733331798058e-11,9.658698247280762e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539961.413858,3.225454471206133,-0.83363438570156,-0.9995614848092472,1.4560560616853566e-11,9.658187042014409e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539961.7637382,3.226743824192528,-0.8336343688674638,-1.0271324438201446,1.4862087722824137e-11,9.664847526011797e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539962.1137962,3.2282603491832726,-0.8336343514800821,-1.0551855324754023,1.529211379808472e-11,9.674990279889182e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539962.4640985,3.230004829737901,-0.8336343335500561,-1.083730098497665,1.5670151987596575e-11,9.687086414349485e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539962.813891,3.2323997895911325,-0.8336343113307647,-1.1186470238058361,1.5949605200114667e-11,9.700754557892529e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539963.1638708,3.2351239843314272,-0.8336342883586148,-1.1543068426681564,1.6341078788702116e-11,9.71283582147879e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539963.516953,3.2376453642387717,-0.8336342686699382,-1.1846072778285055,1.6453418138758075e-11,9.726775231091216e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539963.8636215,3.240971512904208,-0.8336342444110145,-1.2216908210911155,1.6636217276102588e-11,9.742590265925173e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539964.216752,3.2446036295315266,-0.8336342195186628,-1.2593894363684472,1.0596004927628968e-11,9.810878418856683e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539964.5637267,3.2477969056622418,-0.8336341983249277,-1.290699199257626,1.4583708176555612e-11,9.793542611997096e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539964.9137168,3.2519058667666187,-0.8336341723837655,-1.3290344483503034,1.5594960852741335e-11,9.798562792546831e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539965.264818,3.255038404240049,-0.8336323034462286,-1.357048039404992,-4.112298483384797e-11,1.0117945843473193e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539965.6138055,3.257721053799833,-0.8336322813684741,-1.3803951368903438,-2.897586858393756e-12,9.927802486171821e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539965.9638333,3.261073126502749,-0.8336322543976916,-1.4088379163252385,7.824303745289151e-12,9.84830297661507e-10,NAVIGATING,observed_blue_5p8_m1p8
1789539966.313728,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539966.6637444,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539967.0169697,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539967.3640063,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539967.7138863,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539968.0639188,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539968.414046,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539968.7637866,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539969.1137424,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539969.464029,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539969.8146389,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539970.1653502,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539970.514538,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539970.8638453,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539971.2137854,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539971.5639117,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,NAVIGATING,observed_blue_5p8_m1p8
1789539971.9139569,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539972.2637744,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539972.613865,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539972.9639409,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539973.3138056,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539973.6657667,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539974.0221753,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539974.3640456,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539974.713848,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539975.0658753,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539975.4152021,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539975.763602,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539976.1156535,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539976.4637089,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539976.813813,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539977.1643865,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539977.5145776,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539977.8640866,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539978.2151945,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539978.5647273,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539978.9137866,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539979.264736,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539979.6137564,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539979.9636536,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539980.3136473,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539980.6654177,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539981.013909,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539981.3638902,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539981.7138836,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539982.0649586,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539982.4167671,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539982.7638743,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539983.1137152,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539983.463719,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539983.8139927,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539984.16384,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539984.5141943,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539984.8681405,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539985.213774,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539985.5639837,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539985.913705,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539986.2649055,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539986.6141512,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539986.9648247,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539987.3175545,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539987.6637201,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539988.0145009,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539988.3638895,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539988.713653,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539989.06372,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539989.4137526,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539989.7641811,3.261840241127958,-0.8336323328114221,-1.4152282639624283,-1.3622546168091578e-10,1.0371824878281404e-09,OPENING_DOOR,observed_blue_5p8_m1p8
1789539990.1139252,3.2604377313498634,-0.824790497013144,-1.4152282561197669,1.3277453063096028e-12,-9.846575262925088e-06,OPENING_DOOR,observed_blue_5p8_m1p8
1789539990.4655843,3.2591209674003596,-0.816394659604706,-1.415228256125756,-8.469412559391058e-16,-1.7825963377809373e-06,OPENING_DOOR,observed_blue_5p8_m1p8
1789539990.8138304,3.2575406115346897,-0.8063181298302377,-1.4152282561260323,9.32168514788823e-14,-2.2857425591400654e-07,OPENING_DOOR,observed_blue_5p8_m1p8
1789539991.1637735,3.256377007537989,-0.7988988491506913,-1.4152282561327416,-4.245344378231608e-15,-4.214562616128786e-08,DOOR_OPENED,observed_blue_5p8_m1p8
1789539991.5137331,3.256374838398605,-0.7988850176941744,-1.4152282561333536,-6.155371857614975e-15,-4.0620934345691234e-08,EXPLORING,observed_blue_5p8_m1p8
1789539991.8637197,3.256374838398605,-0.7988850176941744,-1.4152282561333536,-6.155371857614975e-15,-4.0620934345691234e-08,EXPLORING,observed_blue_5p8_m1p8
1789539992.213941,3.256374838398605,-0.7988850176941744,-1.4152282561333536,-6.155371857614975e-15,-4.0620934345691234e-08,EXPLORING,observed_blue_5p8_m1p8
1789539992.563689,3.2516713985715313,-0.798889585307202,-1.3658060739748004,-3.3254159456856094e-10,1.14066957569608e-09,EXPLORING,observed_blue_5p8_m1p8
1789539992.9139469,3.245722615679925,-0.7988896025649712,-1.312304967648341,-5.359157119360113e-11,1.0296914198450632e-09,EXPLORING,observed_blue_5p8_m1p8
1789539993.2646713,3.2378615765852103,-0.7988896290892914,-1.2350353941087284,6.532888507771436e-11,9.486756432539102e-10,EXPLORING,observed_blue_5p8_m1p8
1789539993.613899,3.232302697316011,-0.7988896493276021,-1.1731880026004642,6.159640383690045e-11,9.341137625952759e-10,EXPLORING,observed_blue_5p8_m1p8
1789539993.963699,3.2276555196466483,-0.7988896688288051,-1.1135066038194121,6.383717949014129e-11,9.344263931234322e-10,EXPLORING,observed_blue_5p8_m1p8
1789539994.3144488,3.22328574899179,-0.798889691029617,-1.0445958037127998,6.449658770976714e-11,9.272036712335772e-10,EXPLORING,observed_blue_5p8_m1p8
1789539994.6638951,3.2206463205754217,-0.7988897081036695,-0.9893243773085774,6.001269382770474e-11,9.168450524914952e-10,EXPLORING,observed_blue_5p8_m1p8
1789539995.0144095,3.2189094890722028,-0.7988897240180889,-0.9359373560871049,5.7820157564119207e-11,9.078589369542971e-10,EXPLORING,observed_blue_5p8_m1p8
1789539995.3637316,3.2180633885826833,-0.7988897387877548,-0.884379108521052,5.4973967416791225e-11,9.020929173402833e-10,EXPLORING,observed_blue_5p8_m1p8
1789539995.7141185,3.2179691991796933,-0.799034778881662,-0.8340093968990939,-6.58808614769136e-12,8.81294080318098e-10,EXPLORING,observed_blue_5p8_m1p8
1789539996.0637326,3.217931618805782,-0.7994457075035559,-0.7710690692528268,3.02656273813411e-12,1.0666839236776144e-09,EXPLORING,observed_blue_5p8_m1p8
1789539996.4137087,3.217433673981655,-0.799445744077667,-0.719538781737319,1.5226873087102073e-11,9.887353404227101e-10,EXPLORING,observed_blue_5p8_m1p8
1789539996.7638094,3.217413353748705,-0.7998819201572245,-0.6588014476476132,-3.830969951339188e-11,9.131949581483069e-10,EXPLORING,observed_blue_5p8_m1p8
1789539997.1138406,3.2174133383995644,-0.8012019592526881,-0.6062729144884109,-5.5813072774099116e-11,8.983255640011488e-10,EXPLORING,observed_blue_5p8_m1p8
1789539997.4639158,3.217413321984672,-0.8034193220990598,-0.5518877444124614,-5.858947961590022e-11,9.07274896143259e-10,EXPLORING,observed_blue_5p8_m1p8
1789539997.8139515,3.217413304434196,-0.8065439052454013,-0.4955837422080687,-6.122024790037368e-11,9.215808766310163e-10,EXPLORING,observed_blue_5p8_m1p8
1789539998.163933,3.2174132857615745,-0.8105814703388317,-0.4372842302070795,-6.400136742088393e-11,9.318194383682628e-10,EXPLORING,observed_blue_5p8_m1p8
1789539998.5159822,3.2174132660739834,-0.8155329713013388,-0.3768945433919124,-6.547486938561941e-11,9.39286285778817e-10,EXPLORING,observed_blue_5p8_m1p8
1789539998.863964,3.2174132412120335,-0.8226741652815666,-0.30150078029774074,-6.631946245595339e-11,9.500244819507697e-10,EXPLORING,observed_blue_5p8_m1p8
1789539999.213976,3.2174132195833267,-0.8296105978134636,-0.23605846212970946,-6.611205498186843e-11,9.613660589486044e-10,EXPLORING,observed_blue_5p8_m1p8
1789539999.5636299,3.217413197274769,-0.837421171399872,-0.16803601805848867,-6.47559387793177e-11,9.737131405263432e-10,EXPLORING,observed_blue_5p8_m1p8
1789539999.9148908,3.217413169853033,-0.847903922985611,-0.08265118530482475,-6.140673814748314e-11,9.88682780207383e-10,EXPLORING,observed_blue_5p8_m1p8
1789540000.2648225,3.2174131464612796,-0.8595183204139142,0.007348814748724004,-4.1843645802915946e-11,1.0035515805249922e-09,EXPLORING,observed_blue_5p8_m1p8
1789540000.613879,3.2174131701434177,-0.8691380059313656,0.08207011766372044,3.984675496448426e-11,1.002864750238223e-09,EXPLORING,observed_blue_5p8_m1p8
1789540000.9638898,3.2174131936387607,-0.8779674275686671,0.1535620325611877,5.949929119308195e-11,9.92076642301322e-10,EXPLORING,observed_blue_5p8_m1p8
1789540001.3137617,3.2174132209130133,-0.8874563612322539,0.23556309530897712,6.333551672728047e-11,9.766196763536316e-10,EXPLORING,observed_blue_5p8_m1p8
1789540001.6639743,3.217413238552782,-0.8930859139559338,0.28813987625249105,6.557758244274352e-11,9.665017720202471e-10,EXPLORING,observed_blue_5p8_m1p8
1789540002.0138547,3.217413259839569,-0.8993193940102892,0.3516895610702641,6.65234104765415e-11,9.5494936636932e-10,EXPLORING,observed_blue_5p8_m1p8
1789540002.363828,3.217413284094318,-0.9056033012947111,0.4249719455206373,6.579185105271679e-11,9.424697087185712e-10,EXPLORING,observed_blue_5p8_m1p8
1789540002.7165914,3.2174132994303166,-0.9090620235235406,0.47212414015303317,6.49483136970918e-11,9.347137123718233e-10,EXPLORING,observed_blue_5p8_m1p8
1789540003.063874,3.217413321100859,-0.9131533704670295,0.540427976818195,6.272184330197906e-11,9.241830669281255e-10,EXPLORING,observed_blue_5p8_m1p8
1789540003.416563,3.2174133378989316,-0.9155625108402958,0.5952146057400132,6.023732910507468e-11,9.1646739383154e-10,EXPLORING,observed_blue_5p8_m1p8
1789540003.7634614,3.2174133535382294,-0.9170717305210653,0.6481320913294618,5.745488917890318e-11,9.096592945414408e-10,EXPLORING,observed_blue_5p8_m1p8
1789540004.1167717,3.217413368025292,-0.9176937767540692,0.6992331705959217,5.442397466013649e-11,9.036308014287332e-10,EXPLORING,observed_blue_5p8_m1p8
1789540004.468727,3.217727555579106,-0.9177131541576469,0.7498567697586138,-1.5303372771233783e-11,8.927470554336088e-10,EXPLORING,observed_blue_5p8_m1p8
1789540004.81392,3.2179693323626313,-0.9177674626357373,0.8025786478901086,-1.6498646551441198e-12,1.071891057095771e-09,EXPLORING,observed_blue_5p8_m1p8
1789540005.1637356,3.217970617742188,-0.9182689784831891,0.8639719253055719,1.912113833577159e-11,9.577825553306134e-10,EXPLORING,observed_blue_5p8_m1p8
1789540005.5138028,3.218287208090277,-0.918268989751765,0.904483828977361,-3.278030913575503e-11,9.166330421563802e-10,EXPLORING,observed_blue_5p8_m1p8
1789540005.863891,3.219168105683828,-0.9182690018043966,0.9461473704315767,-5.2098798113279694e-11,8.977324415077554e-10,EXPLORING,observed_blue_5p8_m1p8
1789540006.2136722,3.221563138587641,-0.9182690211843579,1.0108567208509216,-5.801658522383498e-11,9.024371690275591e-10,EXPLORING,observed_blue_5p8_m1p8
1789540006.5652165,3.2245549082634173,-0.918269038570878,1.0668763972429147,-6.054235515221057e-11,9.165680460438699e-10,EXPLORING,observed_blue_5p8_m1p8
1789540006.9136097,3.2276051138007213,-0.9182690533092353,1.11311598948946,-6.319691241904895e-11,9.256772984030905e-10,EXPLORING,observed_blue_5p8_m1p8
1789540007.264694,3.231240506834981,-0.9182690687242634,1.1606704709834461,-6.490083126333333e-11,9.324446323193823e-10,EXPLORING,observed_blue_5p8_m1p8
1789540007.6137207,3.2366058743385433,-0.918269088878826,1.2220464982891417,-6.618520696699357e-11,9.407103573155143e-10,EXPLORING,observed_blue_5p8_m1p8
1789540007.963736,3.244237852439754,-0.9182691142568513,1.2987075128779497,-6.683779783241733e-11,9.536829185231963e-10,EXPLORING,observed_blue_5p8_m1p8
